               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.033519,            0.050372,            0.010843,             0.43906,             0.93707,             0.63523,             0.46592,            0.035215,            0.022707,            0.015298,           0.0084556,           0.0084556,           0.0084556
                 158,            0.035331,            0.054178,           0.0095268,             0.46347,             0.92784,             0.64539,             0.44163,            0.036841,            0.024001,            0.015807,           0.0084457,           0.0084457,           0.0084457
                 159,            0.038442,            0.056751,            0.010443,             0.46937,             0.91667,             0.58992,             0.40911,             0.03892,            0.026064,            0.015613,           0.0084358,           0.0084358,           0.0084358
                 160,            0.038233,            0.046237,            0.010857,              0.4542,             0.92177,             0.59981,             0.42535,            0.038524,            0.023674,            0.014461,           0.0084259,           0.0084259,           0.0084259
                 161,            0.033192,            0.052111,             0.01097,             0.45081,             0.90091,             0.60293,             0.43531,            0.038683,            0.023034,            0.013799,            0.008416,            0.008416,            0.008416
                 162,            0.037123,            0.053792,            0.012278,             0.43723,             0.91327,             0.63836,                0.45,            0.035939,             0.02129,            0.013616,           0.0084061,           0.0084061,           0.0084061
                 163,            0.037384,            0.056928,           0.0096674,               0.439,             0.90816,             0.66696,             0.46173,            0.035363,            0.021755,            0.013512,           0.0083962,           0.0083962,           0.0083962
                 164,            0.035305,             0.05658,           0.0090583,             0.43431,             0.91327,             0.67779,             0.49165,            0.032774,            0.020989,            0.013163,           0.0083863,           0.0083863,           0.0083863
                 165,            0.031671,            0.052266,            0.012694,             0.45897,             0.96088,             0.65218,             0.48212,            0.033227,            0.021886,            0.014859,           0.0083764,           0.0083764,           0.0083764
                 166,            0.035855,            0.055179,           0.0093582,             0.42379,             0.93197,             0.62783,             0.46277,            0.033389,            0.020538,             0.01459,           0.0083665,           0.0083665,           0.0083665
                 167,            0.036542,             0.05504,            0.010307,             0.43553,             0.94218,             0.63905,             0.46806,            0.034558,            0.020635,            0.013432,           0.0083566,           0.0083566,           0.0083566
                 168,            0.036797,            0.054398,            0.010523,              0.4375,             0.96599,              0.6441,              0.4618,             0.03564,            0.021329,            0.013738,           0.0083467,           0.0083467,           0.0083467
                 169,            0.038637,             0.05404,             0.01269,             0.46326,             0.93197,              0.6752,             0.48806,             0.03379,            0.020771,            0.013063,           0.0083368,           0.0083368,           0.0083368
                 170,            0.039385,            0.051185,            0.011747,             0.47648,             0.92347,             0.67256,             0.48767,            0.033582,            0.020867,            0.013289,           0.0083269,           0.0083269,           0.0083269
                 171,            0.037354,            0.050244,             0.01158,             0.49685,             0.81803,             0.66722,             0.47812,            0.035886,             0.02195,            0.014026,            0.008317,            0.008317,            0.008317
                 172,            0.034234,            0.056771,           0.0094583,             0.46177,              0.8369,             0.65305,              0.4697,            0.034608,            0.021721,            0.014558,           0.0083071,           0.0083071,           0.0083071
                 173,            0.033486,             0.05034,            0.010932,             0.44545,             0.85204,             0.62803,             0.44082,             0.03497,            0.022007,            0.015205,           0.0082972,           0.0082972,           0.0082972
                 174,            0.034589,            0.051202,            0.011345,             0.42864,              0.9949,             0.61712,             0.44206,            0.035802,            0.022922,            0.015077,           0.0082873,           0.0082873,           0.0082873
                 175,            0.034831,            0.052318,           0.0091768,             0.42232,             0.98469,             0.60575,             0.43321,            0.036415,            0.022438,            0.013323,           0.0082774,           0.0082774,           0.0082774
                 176,            0.037535,             0.05689,             0.01356,             0.43226,             0.93197,             0.62135,             0.45485,            0.034994,            0.021836,            0.013206,           0.0082675,           0.0082675,           0.0082675
                 177,            0.036916,            0.054094,            0.011577,             0.42243,             0.94069,             0.65053,             0.46988,            0.033804,            0.022229,            0.013134,           0.0082576,           0.0082576,           0.0082576
                 178,            0.030347,            0.050267,           0.0095094,             0.43366,             0.94218,             0.64694,             0.46294,            0.033682,            0.021014,             0.01283,           0.0082477,           0.0082477,           0.0082477
                 179,            0.037003,            0.054478,            0.014225,             0.43192,             0.96088,             0.61998,             0.43821,             0.03298,            0.020952,             0.01326,           0.0082378,           0.0082378,           0.0082378
                 180,            0.035983,            0.047573,            0.010049,             0.44024,             0.89286,             0.61188,             0.39371,            0.037034,            0.022099,            0.014021,           0.0082279,           0.0082279,           0.0082279
                 181,            0.038615,            0.048519,           0.0094671,             0.44399,             0.89286,             0.59524,             0.39869,            0.035995,            0.022549,             0.01378,            0.008218,            0.008218,            0.008218
                 182,            0.038606,            0.051006,           0.0099455,             0.44859,             0.92177,             0.58535,             0.38968,            0.035603,            0.022051,            0.013704,           0.0082081,           0.0082081,           0.0082081
                 183,            0.035535,            0.051895,            0.010514,             0.44605,             0.95068,             0.58714,             0.38082,            0.034725,            0.022382,            0.013871,           0.0081982,           0.0081982,           0.0081982
                 184,            0.036456,            0.053326,           0.0098508,             0.42777,             0.92177,             0.60766,             0.39509,             0.03459,            0.023093,            0.013916,           0.0081883,           0.0081883,           0.0081883
                 185,            0.036206,            0.048301,            0.014807,             0.44562,             0.93707,             0.60136,             0.40098,            0.033443,            0.022076,            0.015467,           0.0081784,           0.0081784,           0.0081784
                 186,            0.035638,            0.052014,           0.0090865,             0.43476,             0.96088,             0.59926,             0.42009,            0.033363,            0.021013,            0.014845,           0.0081685,           0.0081685,           0.0081685
                 187,            0.031999,            0.050308,            0.011998,             0.43142,             0.93707,             0.61088,              0.4279,            0.034242,            0.020973,             0.01352,           0.0081586,           0.0081586,           0.0081586
                 188,            0.036133,            0.049916,            0.010982,             0.45901,             0.93197,             0.63552,              0.4503,            0.033924,            0.021375,            0.013189,           0.0081487,           0.0081487,           0.0081487
                 189,            0.035811,            0.047259,           0.0090228,             0.47397,             0.86054,             0.64719,             0.46303,            0.034227,            0.022093,            0.012965,           0.0081388,           0.0081388,           0.0081388
                 190,            0.032593,            0.051945,           0.0082864,             0.41828,             0.96088,             0.63757,             0.46769,            0.035019,            0.022093,            0.012601,           0.0081289,           0.0081289,           0.0081289
                 191,            0.034557,            0.050412,           0.0096989,             0.45409,             0.87075,             0.65318,             0.48437,            0.033405,            0.021221,            0.012436,            0.008119,            0.008119,            0.008119
                 192,            0.032194,            0.049585,           0.0096814,             0.48699,             0.83673,             0.65049,             0.47863,            0.034669,            0.021545,            0.012585,           0.0081091,           0.0081091,           0.0081091
                 193,            0.031412,            0.049235,            0.011867,              0.4786,             0.83163,             0.64151,             0.47821,            0.034078,            0.021686,            0.013037,           0.0080992,           0.0080992,           0.0080992
                 194,            0.032461,            0.055978,            0.010548,             0.45203,             0.85777,             0.64476,             0.48008,            0.032677,            0.021723,            0.013313,           0.0080893,           0.0080893,           0.0080893
                 195,            0.034504,            0.054914,            0.010448,             0.44561,             0.88946,             0.64479,              0.4751,            0.031753,            0.021142,            0.013423,           0.0080794,           0.0080794,           0.0080794
                 196,            0.034722,            0.050838,            0.010751,              0.4537,             0.89456,             0.63771,             0.46989,            0.031051,             0.02166,             0.01386,           0.0080695,           0.0080695,           0.0080695
                 197,            0.032907,            0.055944,            0.011946,             0.50261,             0.84184,             0.65557,             0.47684,            0.030555,            0.020546,            0.014326,           0.0080596,           0.0080596,           0.0080596
                 198,            0.031395,            0.046294,           0.0097834,             0.56358,             0.78912,             0.66377,             0.44415,             0.03329,            0.021544,            0.015308,           0.0080497,           0.0080497,           0.0080497
                 199,            0.036437,             0.05058,            0.009202,              0.5324,              0.7449,             0.63374,             0.45148,            0.032493,            0.023475,            0.015118,           0.0080398,           0.0080398,           0.0080398
                 200,            0.033949,            0.050142,            0.010697,             0.53756,             0.79762,             0.63023,             0.42296,            0.035264,            0.024431,             0.01507,           0.0080299,           0.0080299,           0.0080299
                 201,            0.035727,            0.060688,            0.010217,              0.4994,             0.84014,             0.62337,             0.44911,            0.033483,            0.023799,            0.015059,             0.00802,             0.00802,             0.00802
                 202,            0.030795,            0.051213,            0.013493,             0.47932,             0.84524,             0.62389,             0.45917,            0.032429,            0.023124,            0.015532,           0.0080101,           0.0080101,           0.0080101
                 203,            0.033849,            0.045267,           0.0091689,             0.46346,             0.84524,             0.63058,             0.46411,            0.033184,            0.023035,            0.015126,           0.0080002,           0.0080002,           0.0080002
                 204,            0.030706,            0.050478,            0.009562,             0.44318,             0.91667,             0.63132,             0.44909,            0.032092,              0.0229,            0.014701,           0.0079903,           0.0079903,           0.0079903
                 205,            0.037014,            0.049517,            0.010475,             0.46027,             0.96939,             0.63618,              0.4618,            0.030764,            0.022632,            0.014523,           0.0079804,           0.0079804,           0.0079804
                 206,             0.03476,            0.048572,            0.011409,             0.46133,              0.9429,             0.65648,             0.47786,            0.032423,            0.023441,            0.015564,           0.0079705,           0.0079705,           0.0079705
                 207,            0.036667,            0.049589,            0.009912,             0.44939,             0.97751,             0.66558,             0.50358,            0.031153,             0.02208,            0.015108,           0.0079606,           0.0079606,           0.0079606
                 208,             0.03366,            0.051181,            0.010364,              0.4648,             0.97959,             0.67232,             0.51206,            0.031482,            0.021311,            0.013399,           0.0079507,           0.0079507,           0.0079507
                 209,            0.030872,            0.053213,            0.010599,              0.4708,              0.9898,             0.66517,             0.49781,             0.03087,            0.021189,            0.012885,           0.0079408,           0.0079408,           0.0079408
                 210,            0.032673,            0.047792,           0.0087419,             0.44505,             0.97959,             0.66078,              0.4871,            0.031644,            0.021818,            0.013075,           0.0079309,           0.0079309,           0.0079309
                 211,            0.033401,            0.047313,           0.0092087,             0.44882,             0.92177,             0.64558,              0.4708,            0.033418,            0.023228,            0.013356,            0.007921,            0.007921,            0.007921
                 212,            0.034491,            0.048758,           0.0088425,              0.4298,             0.95918,             0.63545,             0.45399,            0.034026,             0.02457,            0.013773,           0.0079111,           0.0079111,           0.0079111
                 213,            0.032037,            0.045647,            0.010828,             0.45163,             0.95918,             0.62675,             0.45088,             0.03231,            0.023503,            0.013585,           0.0079012,           0.0079012,           0.0079012
                 214,            0.031388,            0.049247,           0.0096713,             0.44971,             0.97449,             0.62593,             0.45624,            0.030942,            0.022309,             0.01322,           0.0078913,           0.0078913,           0.0078913
                 215,            0.032831,            0.047839,            0.011137,             0.42953,             0.97449,              0.6483,             0.46698,             0.03025,            0.022157,            0.013605,           0.0078814,           0.0078814,           0.0078814
                 216,            0.032902,            0.054768,            0.011323,             0.44043,             0.97449,             0.63838,             0.46851,            0.029435,            0.021679,            0.013064,           0.0078715,           0.0078715,           0.0078715
                 217,            0.032658,            0.050773,           0.0097159,             0.45507,             0.97473,             0.65107,             0.47808,            0.028871,            0.021274,            0.012314,           0.0078616,           0.0078616,           0.0078616
                 218,            0.031429,            0.051514,            0.012382,             0.47006,             0.96088,             0.66282,             0.47609,            0.029272,            0.021661,            0.012527,           0.0078517,           0.0078517,           0.0078517
                 219,            0.029913,            0.049018,           0.0086099,             0.46946,             0.93707,             0.70416,             0.49091,             0.03285,            0.022981,            0.012709,           0.0078418,           0.0078418,           0.0078418
                 220,            0.032212,            0.053527,            0.010549,             0.49611,             0.86905,             0.70421,             0.49227,            0.032817,            0.023971,            0.013166,           0.0078319,           0.0078319,           0.0078319
                 221,            0.033438,            0.051963,            0.010666,             0.50492,             0.85884,             0.70083,             0.49834,            0.031597,            0.024507,            0.013033,            0.007822,            0.007822,            0.007822
                 222,            0.035916,            0.050909,            0.011285,             0.47624,             0.87925,              0.6908,              0.4674,            0.032386,            0.023544,            0.012347,           0.0078121,           0.0078121,           0.0078121
                 223,            0.032604,            0.048835,            0.012199,             0.44394,             0.86054,              0.6548,             0.46358,            0.033292,            0.023046,            0.011948,           0.0078022,           0.0078022,           0.0078022
                 224,            0.034864,            0.047605,            0.010869,             0.43421,             0.83673,             0.60888,              0.4416,            0.034425,            0.022453,            0.011807,           0.0077923,           0.0077923,           0.0077923
                 225,            0.034036,            0.049667,            0.011107,             0.42482,             0.88435,             0.59089,             0.42922,            0.032447,             0.02289,            0.011725,           0.0077824,           0.0077824,           0.0077824
                 226,            0.034527,            0.046655,           0.0098269,             0.45619,             0.92456,             0.61909,             0.45239,            0.033168,            0.023949,             0.01215,           0.0077725,           0.0077725,           0.0077725
                 227,            0.033777,            0.050158,            0.010032,             0.44664,             0.92177,             0.63063,             0.46036,            0.032666,            0.024719,            0.013201,           0.0077626,           0.0077626,           0.0077626
                 228,            0.032512,             0.04824,           0.0095725,             0.45301,             0.89796,             0.62675,             0.46889,            0.030907,            0.025504,            0.013224,           0.0077527,           0.0077527,           0.0077527
                 229,            0.033605,            0.045182,           0.0097657,             0.43492,             0.89286,             0.61805,             0.45641,             0.03096,            0.025338,            0.013593,           0.0077428,           0.0077428,           0.0077428
                 230,            0.029321,            0.046218,            0.010067,              0.4543,             0.90306,             0.63331,             0.45774,            0.031086,             0.02433,            0.014446,           0.0077329,           0.0077329,           0.0077329
                 231,            0.032374,            0.048864,           0.0097994,             0.41701,             0.90306,             0.58831,             0.43513,            0.030348,            0.023644,            0.014495,            0.007723,            0.007723,            0.007723
                 232,            0.035247,            0.056197,             0.01107,             0.44012,             0.90816,             0.59057,             0.44293,            0.030255,             0.02233,            0.014216,           0.0077131,           0.0077131,           0.0077131
                 233,            0.029605,            0.047741,           0.0088847,             0.44926,             0.93197,              0.6102,             0.44444,            0.031659,            0.022619,            0.014333,           0.0077032,           0.0077032,           0.0077032
                 234,             0.03236,            0.047523,            0.010675,             0.42625,             0.96088,             0.58972,             0.42904,            0.031182,            0.022097,            0.013566,           0.0076933,           0.0076933,           0.0076933
                 235,            0.031214,             0.04352,           0.0069749,             0.41158,             0.96599,             0.59638,             0.39863,            0.034981,            0.023003,            0.013886,           0.0076834,           0.0076834,           0.0076834
                 236,            0.033856,            0.044717,            0.012298,             0.47574,             0.95068,             0.63761,             0.45307,            0.032736,            0.022447,             0.01475,           0.0076735,           0.0076735,           0.0076735
                 237,            0.033204,            0.051626,           0.0084044,              0.4598,             0.93707,             0.61733,             0.45221,            0.032536,            0.021833,            0.014578,           0.0076636,           0.0076636,           0.0076636
                 238,            0.031751,            0.043124,           0.0086137,             0.44464,             0.96599,             0.62256,             0.44523,            0.031737,            0.022286,              0.0144,           0.0076537,           0.0076537,           0.0076537
                 239,            0.035653,            0.046573,            0.010172,             0.42777,              0.9738,             0.62836,             0.43806,             0.03209,            0.022287,            0.014423,           0.0076438,           0.0076438,           0.0076438
                 240,            0.032999,            0.048615,           0.0089978,              0.4109,              0.9949,             0.63344,             0.44841,            0.032755,            0.021911,            0.014854,           0.0076339,           0.0076339,           0.0076339
                 241,            0.029675,            0.049506,             0.01158,             0.42414,              0.9949,             0.63686,             0.44475,            0.034019,            0.021819,             0.01451,            0.007624,            0.007624,            0.007624
                 242,            0.032739,            0.052076,           0.0097646,             0.43401,             0.96599,              0.6366,             0.43811,            0.035667,            0.021989,            0.013895,           0.0076141,           0.0076141,           0.0076141
                 243,            0.032557,             0.04824,           0.0096943,               0.459,             0.96088,             0.66902,               0.458,             0.03638,            0.022248,            0.014161,           0.0076042,           0.0076042,           0.0076042
                 244,            0.031253,            0.050509,            0.010024,             0.44583,             0.93197,               0.677,             0.49547,            0.034135,            0.022324,             0.01343,           0.0075943,           0.0075943,           0.0075943
                 245,            0.032761,            0.046669,           0.0068479,             0.44847,             0.88435,             0.71006,             0.47073,            0.036745,            0.024189,            0.013352,           0.0075844,           0.0075844,           0.0075844
                 246,            0.031162,            0.052522,            0.010411,             0.50819,             0.81803,             0.68501,             0.49725,            0.034186,            0.022425,            0.012763,           0.0075745,           0.0075745,           0.0075745
                 247,            0.031767,            0.052722,           0.0071537,             0.51679,             0.81803,             0.67528,             0.47455,             0.03487,            0.023191,             0.01241,           0.0075646,           0.0075646,           0.0075646
                 248,            0.032155,            0.049762,           0.0088622,             0.54999,             0.78944,             0.67089,             0.49413,            0.032969,            0.023169,            0.011992,           0.0075547,           0.0075547,           0.0075547
                 249,            0.032215,              0.0508,             0.01114,             0.55063,             0.79422,             0.64908,             0.48451,            0.033188,             0.02305,            0.012118,           0.0075448,           0.0075448,           0.0075448
                 250,            0.032735,            0.052163,           0.0096752,             0.53595,             0.76531,             0.65649,             0.48399,            0.033763,            0.023777,            0.012371,           0.0075349,           0.0075349,           0.0075349
                 251,            0.031085,            0.046391,           0.0080111,             0.54545,              0.7708,             0.66077,             0.47761,            0.034753,            0.024026,            0.012622,            0.007525,            0.007525,            0.007525
                 252,            0.034101,            0.046563,           0.0081058,             0.54814,             0.79422,             0.63985,              0.4676,            0.033535,            0.023846,             0.01265,           0.0075151,           0.0075151,           0.0075151
                 253,            0.031811,            0.046816,           0.0087059,             0.55388,             0.78912,             0.66977,             0.49074,            0.034549,            0.022894,            0.012934,           0.0075052,           0.0075052,           0.0075052
                 254,            0.033401,            0.045046,            0.010144,             0.50967,             0.86516,             0.67212,             0.47342,            0.037602,             0.02282,            0.013337,           0.0074953,           0.0074953,           0.0074953
                 255,            0.033104,            0.050204,            0.011588,              0.5113,             0.86565,             0.67071,             0.52031,            0.035304,            0.021745,             0.01319,           0.0074854,           0.0074854,           0.0074854
                 256,            0.033636,            0.049367,            0.012849,             0.51582,             0.91327,             0.67887,             0.48983,            0.035822,            0.021909,            0.013646,           0.0074755,           0.0074755,           0.0074755
                 257,            0.030847,            0.046002,            0.011716,             0.52758,             0.81921,             0.67239,               0.493,            0.035245,            0.022394,             0.01343,           0.0074656,           0.0074656,           0.0074656
                 258,            0.034133,            0.045904,            0.010019,             0.54739,             0.81293,             0.66037,             0.48818,            0.034372,            0.022487,            0.013497,           0.0074557,           0.0074557,           0.0074557
                 259,            0.032179,            0.045062,           0.0088968,             0.54829,             0.83673,             0.66787,              0.5033,            0.033955,            0.022074,            0.013637,           0.0074458,           0.0074458,           0.0074458
                 260,            0.030966,            0.045626,            0.010024,             0.58939,             0.80611,             0.67234,             0.49515,            0.033792,            0.023124,            0.013464,           0.0074359,           0.0074359,           0.0074359
                 261,            0.032229,            0.044888,           0.0091278,             0.59373,             0.81293,             0.67836,             0.50169,            0.032179,            0.022968,            0.013396,            0.007426,            0.007426,            0.007426
                 262,             0.03063,              0.0447,           0.0093366,             0.58417,             0.81803,             0.66763,             0.47293,            0.031648,            0.022755,            0.013165,           0.0074161,           0.0074161,           0.0074161
                 263,            0.031126,            0.049945,            0.009725,             0.57761,             0.79422,             0.66571,             0.47632,            0.030553,            0.021977,            0.013328,           0.0074062,           0.0074062,           0.0074062
                 264,            0.029679,            0.049875,            0.011688,             0.55304,             0.78912,             0.67614,             0.49408,            0.028804,             0.02095,            0.013398,           0.0073963,           0.0073963,           0.0073963
                 265,            0.032593,            0.049889,           0.0071706,             0.56897,             0.78912,             0.69089,             0.50472,            0.030186,            0.020931,            0.013621,           0.0073864,           0.0073864,           0.0073864
                 266,            0.035925,            0.049932,            0.010456,             0.56734,             0.80508,              0.6831,             0.51017,            0.030113,            0.020395,            0.012818,           0.0073765,           0.0073765,           0.0073765
                 267,            0.031441,            0.050087,           0.0097403,             0.55451,             0.78721,             0.68962,             0.51482,            0.030126,            0.020783,             0.01268,           0.0073666,           0.0073666,           0.0073666
                 268,            0.029785,            0.042221,           0.0084769,             0.55734,             0.79762,             0.68273,             0.50095,            0.030877,            0.022099,            0.012645,           0.0073567,           0.0073567,           0.0073567
                 269,            0.033208,            0.044911,            0.010408,             0.56688,             0.77891,              0.6902,             0.48468,            0.031885,            0.022805,            0.012485,           0.0073468,           0.0073468,           0.0073468
                 270,            0.031408,            0.050544,           0.0080293,             0.55192,             0.80782,             0.69292,             0.49719,            0.029907,            0.021434,            0.012234,           0.0073369,           0.0073369,           0.0073369
                 271,            0.029867,             0.04653,            0.011067,             0.54704,             0.81293,             0.71061,             0.49218,            0.030617,            0.021224,             0.01249,            0.007327,            0.007327,            0.007327
                 272,             0.03192,            0.046923,           0.0080403,             0.54575,             0.83673,             0.70373,             0.50404,            0.029805,            0.021197,            0.012557,           0.0073171,           0.0073171,           0.0073171
                 273,            0.033982,            0.050166,           0.0081316,             0.53028,             0.82092,             0.68597,             0.51546,            0.029367,            0.020422,            0.012422,           0.0073072,           0.0073072,           0.0073072
                 274,            0.028959,            0.043853,            0.008027,             0.55796,             0.79422,             0.68723,             0.52426,             0.02988,             0.02111,            0.011985,           0.0072973,           0.0072973,           0.0072973
                 275,            0.031815,            0.045556,            0.006786,             0.51199,             0.87031,             0.67355,             0.50058,            0.029683,            0.021176,             0.01187,           0.0072874,           0.0072874,           0.0072874
                 276,            0.030043,            0.048278,           0.0096596,             0.47482,             0.88946,             0.66696,             0.49991,            0.030387,            0.021485,            0.012148,           0.0072775,           0.0072775,           0.0072775
                 277,            0.029477,            0.044962,           0.0098168,             0.48535,             0.89456,              0.6474,             0.48859,            0.030031,             0.02119,            0.012558,           0.0072676,           0.0072676,           0.0072676
                 278,            0.031555,            0.049752,           0.0099772,             0.52716,             0.84694,             0.63352,             0.45572,            0.030866,            0.021415,             0.01281,           0.0072577,           0.0072577,           0.0072577
                 279,            0.034455,            0.050017,           0.0082211,             0.52098,             0.79932,             0.63996,             0.47139,            0.030673,            0.020679,            0.013167,           0.0072478,           0.0072478,           0.0072478
                 280,            0.032733,            0.046497,           0.0085104,             0.47493,             0.89456,             0.61403,             0.45772,            0.030179,             0.02057,            0.013031,           0.0072379,           0.0072379,           0.0072379
                 281,            0.029204,            0.040433,           0.0059474,             0.48698,             0.91837,             0.62215,             0.44779,            0.029572,            0.020601,             0.01314,            0.007228,            0.007228,            0.007228
                 282,            0.028552,            0.040927,           0.0081243,             0.47251,             0.91327,             0.62544,             0.46295,            0.028682,            0.020974,            0.013509,           0.0072181,           0.0072181,           0.0072181
                 283,            0.029918,            0.047442,           0.0093839,             0.55643,             0.83673,             0.64124,             0.47839,            0.028466,            0.021461,            0.013087,           0.0072082,           0.0072082,           0.0072082
                 284,            0.031116,            0.047542,           0.0091451,               0.561,             0.80963,             0.72271,             0.53519,             0.02888,            0.022034,            0.012764,           0.0071983,           0.0071983,           0.0071983
                 285,            0.030304,            0.045235,            0.006836,              0.6107,             0.79364,             0.71695,             0.51411,            0.030545,            0.023371,            0.012858,           0.0071884,           0.0071884,           0.0071884
                 286,            0.029966,            0.044617,           0.0098572,             0.57867,             0.82653,             0.70587,             0.52307,            0.030818,            0.022954,            0.012708,           0.0071785,           0.0071785,           0.0071785
                 287,            0.032047,            0.044654,           0.0091821,             0.55561,             0.88435,             0.69093,             0.50864,            0.029575,            0.021755,            0.012328,           0.0071686,           0.0071686,           0.0071686
                 288,            0.030739,            0.046429,            0.010326,             0.59679,             0.83287,             0.69418,             0.51335,            0.030064,            0.021934,            0.013229,           0.0071587,           0.0071587,           0.0071587
                 289,            0.032965,            0.049628,            0.010589,             0.59381,             0.80782,             0.68929,             0.50292,             0.03057,            0.022022,             0.01543,           0.0071488,           0.0071488,           0.0071488
                 290,            0.031346,            0.046106,           0.0081848,             0.56893,             0.78912,             0.67712,             0.48998,            0.032038,            0.022153,            0.017336,           0.0071389,           0.0071389,           0.0071389
                 291,            0.027287,            0.041575,            0.010742,             0.55887,             0.85544,             0.64641,             0.48734,            0.032027,            0.022535,            0.018211,            0.007129,            0.007129,            0.007129
                 292,            0.031137,            0.044916,            0.014389,             0.46803,             0.88409,             0.63692,             0.45431,            0.034362,            0.023379,            0.016252,           0.0071191,           0.0071191,           0.0071191
                 293,             0.03143,            0.047518,           0.0074943,              0.4897,             0.87925,             0.65504,             0.45947,             0.03199,            0.023911,            0.015147,           0.0071092,           0.0071092,           0.0071092
                 294,             0.03067,            0.046953,           0.0085546,             0.48372,             0.87925,              0.6352,             0.46599,            0.031896,            0.023419,             0.01526,           0.0070993,           0.0070993,           0.0070993
                 295,            0.033448,            0.044655,           0.0074432,             0.47398,             0.78912,             0.62627,             0.46943,            0.032774,            0.023676,            0.014233,           0.0070894,           0.0070894,           0.0070894
                 296,            0.032662,            0.048863,           0.0079683,             0.48148,             0.86054,             0.61614,             0.46824,            0.032576,            0.022763,            0.013268,           0.0070795,           0.0070795,           0.0070795
                 297,            0.031374,            0.048253,           0.0084616,             0.50916,             0.83673,             0.63329,             0.47613,            0.032601,            0.023298,             0.01285,           0.0070696,           0.0070696,           0.0070696
                 298,            0.031859,            0.045796,           0.0086676,             0.52669,             0.76531,             0.63591,             0.48014,            0.031636,            0.023054,            0.012276,           0.0070597,           0.0070597,           0.0070597
                 299,            0.031338,             0.04638,            0.008706,             0.54035,             0.76531,             0.63207,             0.47965,            0.030546,            0.023052,            0.012053,           0.0070498,           0.0070498,           0.0070498
                 300,            0.030598,            0.045989,            0.010855,             0.52031,             0.81293,             0.63273,             0.46998,            0.031129,            0.022601,            0.012085,           0.0070399,           0.0070399,           0.0070399
                 301,            0.031969,            0.043011,            0.011844,             0.53213,             0.84184,             0.65015,             0.46979,            0.031865,            0.022654,            0.012109,             0.00703,             0.00703,             0.00703
                 302,            0.031499,            0.046651,           0.0084276,             0.54901,             0.77041,             0.65837,               0.466,            0.031982,            0.022404,            0.012378,           0.0070201,           0.0070201,           0.0070201
                 303,            0.030622,            0.046219,           0.0060419,             0.57906,             0.79422,             0.66236,             0.47341,            0.031987,            0.022699,            0.012776,           0.0070102,           0.0070102,           0.0070102
                 304,            0.030855,            0.044565,            0.010548,             0.56891,             0.76531,             0.66138,             0.47243,            0.032549,            0.022909,              0.0131,           0.0070003,           0.0070003,           0.0070003
                 305,            0.028151,            0.046444,           0.0082845,              0.5407,             0.78912,             0.64835,             0.47731,            0.031447,            0.022679,             0.01374,           0.0069904,           0.0069904,           0.0069904
                 306,            0.029364,            0.045444,           0.0080856,             0.54558,              0.7602,             0.65424,              0.4874,            0.030703,            0.022741,            0.014465,           0.0069805,           0.0069805,           0.0069805
                 307,            0.034787,            0.051188,           0.0085334,             0.59232,              0.7602,             0.67313,             0.49505,            0.030984,            0.023501,               0.015,           0.0069706,           0.0069706,           0.0069706
                 308,            0.031255,            0.049683,           0.0070778,              0.5775,             0.79567,             0.67346,             0.50109,            0.031133,            0.023849,            0.013966,           0.0069607,           0.0069607,           0.0069607
                 309,             0.03044,            0.047174,           0.0079377,             0.56447,             0.76531,              0.6909,             0.51386,             0.03313,            0.023016,            0.013684,           0.0069508,           0.0069508,           0.0069508
                 310,            0.030067,            0.050759,           0.0074762,             0.57737,             0.79583,             0.67611,             0.49823,            0.032478,            0.023075,            0.014372,           0.0069409,           0.0069409,           0.0069409
                 311,            0.031587,            0.047501,           0.0079849,             0.58148,             0.73639,             0.67615,             0.49288,             0.03176,             0.02301,            0.014454,            0.006931,            0.006931,            0.006931
                 312,             0.03196,            0.047259,           0.0076887,             0.58127,             0.75147,             0.65779,              0.4934,             0.03152,            0.023184,            0.015169,           0.0069211,           0.0069211,           0.0069211
                 313,            0.030992,            0.047245,           0.0085926,             0.58851,              0.7466,             0.66113,             0.48457,            0.031972,            0.022709,            0.014526,           0.0069112,           0.0069112,           0.0069112
                 314,            0.028786,            0.043067,           0.0082507,             0.59437,             0.75649,             0.68833,             0.50313,            0.031152,            0.023003,            0.013956,           0.0069013,           0.0069013,           0.0069013
                 315,            0.027128,            0.046798,            0.010563,             0.60691,              0.7466,              0.6895,             0.49268,             0.03041,            0.021887,            0.014272,           0.0068914,           0.0068914,           0.0068914
                 316,            0.032639,             0.04917,           0.0092764,             0.65972,              0.7466,             0.70611,             0.51289,            0.031006,             0.02224,            0.014342,           0.0068815,           0.0068815,           0.0068815
                 317,            0.029679,            0.043613,           0.0092859,              0.6857,             0.76531,             0.71303,             0.50163,            0.031697,            0.022334,            0.014265,           0.0068716,           0.0068716,           0.0068716
                 318,             0.03093,            0.045616,           0.0076669,             0.64676,             0.81293,             0.71612,             0.51451,            0.029936,            0.022139,            0.013583,           0.0068617,           0.0068617,           0.0068617
