   111/999     12.1G   0.03291    0.0109  0.006736   0.05055        25       640    0.4729    0.7177    0.6033    0.3542   0.05295  0.007347  0.009235
   112/999     12.1G   0.04109   0.01078  0.006578   0.05845        59       640    0.4741    0.7279    0.6179    0.4116   0.05343  0.007488  0.008966
   113/999     12.1G   0.03664   0.01101  0.007147   0.05479        43       640    0.4584    0.6701    0.5893    0.3649   0.05447  0.007969  0.008872
   114/999     12.1G   0.04045   0.01122  0.006172   0.05783        61       640    0.4178    0.6327    0.6095    0.4199     0.054  0.008298  0.008809
   115/999     12.1G   0.03353   0.01185  0.006102   0.05148        30       640    0.3757    0.7173    0.5963     0.379   0.05542  0.008311  0.008891
   116/999     12.1G   0.03921   0.01154  0.005918   0.05667        63       640    0.4517    0.7188    0.5933    0.4095   0.05396  0.008183  0.008875
   117/999     12.1G   0.04517   0.01209  0.006003   0.06326        73       640    0.4102    0.8418    0.5943    0.4175    0.0498   0.00799  0.008844
   118/999     12.1G   0.04331   0.01168  0.007788   0.06278        36       640    0.4418    0.6782    0.6372     0.429   0.06087  0.008273  0.008803
   119/999     12.1G   0.03927   0.01109  0.006768   0.05713        49       640    0.5514    0.5697    0.5557    0.3449   0.06447  0.009257    0.0085
   120/999     12.1G   0.04013   0.01227  0.006622   0.05902        62       640    0.3681    0.5731    0.4887    0.3045    0.0707   0.00947  0.008375
   121/999     12.1G   0.04032   0.01273  0.006869   0.05992        32       640    0.3625    0.7585    0.4869    0.2979   0.06877  0.009944  0.008463
   122/999     12.1G   0.03988   0.01102  0.006916   0.05782        33       640    0.4335    0.7358    0.5279    0.3534   0.06658   0.00974  0.008606
   123/999     12.1G    0.0347   0.01075  0.006756    0.0522        64       640    0.4729    0.7789     0.538    0.3576   0.06746  0.009496  0.008796
   124/999     12.1G   0.04324    0.0123  0.006592   0.06213        38       640    0.3985    0.8027    0.5262    0.3594   0.06964  0.009214  0.008918
   125/999     12.1G   0.04298   0.01203  0.007541   0.06255        50       640    0.3804    0.7653    0.5406    0.3657   0.06768   0.00878  0.008975
   126/999     12.1G   0.03862   0.01158  0.006679   0.05687        55       640    0.4034    0.7575    0.5509    0.3816   0.06709  0.009056  0.008952
   127/999     12.1G   0.04288   0.01289  0.005719   0.06149        51       640     0.486    0.8359    0.5586    0.3805   0.05437  0.009712  0.009234
   128/999     12.1G   0.03974   0.01183   0.01063    0.0622        41       640    0.4689    0.7738    0.5627      0.38   0.05335  0.009356  0.009235
   129/999     12.1G   0.03933   0.01184  0.008901   0.06007        65       640    0.4558    0.7055    0.5863    0.4037   0.05773  0.008732  0.009106
   130/999     12.1G   0.04433   0.01215  0.006473   0.06296        37       640      0.34    0.7755    0.5636    0.3817    0.0673  0.008945  0.009008
   131/999     12.1G   0.03862     0.013  0.007739   0.05936        61       640    0.3392     0.733    0.5647    0.4058   0.06745  0.008697  0.009253
   132/999     12.1G   0.04076   0.01185  0.007231   0.05984        69       640    0.3898    0.7755    0.5758    0.4011   0.06538  0.008124  0.009329
   133/999     12.1G   0.03738   0.01123  0.005811   0.05442        34       640    0.4381    0.7755    0.5928    0.3869   0.06134  0.008148  0.009377
   134/999     12.1G   0.03877   0.01206  0.006312   0.05714        58       640    0.3942    0.7204    0.5259    0.3211    0.0614   0.00936  0.009203
   135/999     12.1G   0.04456   0.01047  0.006882   0.06191        45       640    0.4333    0.8078    0.5666    0.3724   0.05498  0.009493  0.009001
   136/999     12.1G   0.04023   0.01074  0.007399   0.05838        26       640    0.8648    0.4133    0.5104    0.3066   0.06121   0.01049  0.008706
   137/999     12.1G   0.04194   0.01196  0.006639   0.06054        44       640     0.875    0.4133    0.4944    0.3241   0.05509   0.01065  0.008721
   138/999     12.1G   0.04023   0.01265  0.007218   0.06009        65       640     0.876    0.4177     0.521    0.3368   0.05653   0.01009  0.008913
   139/999     12.1G   0.03858   0.01216  0.008242   0.05899        37       640     0.875    0.4439     0.561     0.369   0.06271  0.009977  0.009121
   140/999     12.1G   0.04332   0.01169  0.006786    0.0618        71       640    0.3322    0.6939    0.5695    0.3653   0.06431   0.00971  0.009404
   141/999     12.1G    0.0339  0.009834  0.004917   0.04865        33       640    0.3611    0.6908     0.566    0.3705   0.06559  0.009252  0.009644
   142/999     12.1G   0.03652   0.01101  0.006865   0.05439        44       640     0.324     0.699    0.5578    0.3817   0.06404  0.008901  0.009749
   143/999     12.1G   0.04778   0.01211  0.005871   0.06577        41       640    0.2965     0.852    0.5647    0.3887   0.05958  0.008125  0.009582
   144/999     12.1G   0.04142   0.01318  0.007235   0.06183        67       640    0.8749    0.4439    0.5462    0.3789   0.05913  0.008683  0.009136
   145/999     12.1G   0.03419   0.01111  0.005397   0.05069        35       640    0.2677     0.867     0.546    0.3636   0.05573  0.009768  0.008781
   146/999     12.1G   0.04385   0.01297  0.008218   0.06504        83       640    0.3444    0.7313    0.5475    0.3674   0.05467  0.009945  0.008547
   147/999     12.1G   0.04009   0.01006  0.007953    0.0581        48       640    0.3972     0.729    0.5647    0.4001   0.05424  0.009629   0.00845
   148/999     12.1G   0.03743   0.01211  0.006208   0.05575        52       640    0.3451    0.6701    0.5787    0.4088   0.06011  0.009084  0.008554
   149/999     12.1G    0.0405   0.01176  0.007284   0.05954        38       640    0.2511    0.8997    0.5793     0.391   0.06669  0.009999  0.008768
   150/999     12.1G    0.0351   0.01294  0.006123   0.05417        78       640    0.3312    0.5391    0.3995    0.2494   0.07142   0.01282  0.009247
   151/999     12.1G   0.03646   0.01142   0.00525   0.05313        51       640    0.3838     0.571    0.4692    0.2932   0.07083   0.01117  0.009315
   152/999     12.1G   0.04246    0.0117  0.006149   0.06031        53       640    0.4078    0.6728    0.5321     0.353    0.0703  0.009374  0.009284
   153/999     12.1G     0.038   0.01116  0.007613   0.05678        56       640    0.4158    0.8895     0.601    0.4182   0.06875  0.008666  0.009333
   154/999     12.1G   0.03675   0.01364  0.006738   0.05713        49       640    0.3698    0.7999    0.5632    0.3808   0.06892  0.008483    0.0095
   155/999     12.1G   0.03677   0.01208   0.00596   0.05482        47       640    0.3531    0.8282     0.576    0.3832    0.0689  0.008786  0.009522
   156/999     12.1G   0.03473   0.01243  0.006857   0.05403        46       640    0.3898    0.8997    0.5694    0.3886   0.06747   0.00899  0.009268
   157/999     12.1G   0.03429   0.01115  0.006255    0.0517        30       640    0.4083    0.8056    0.5926    0.4072    0.0663  0.009324   0.00873
   158/999     12.1G   0.03865   0.01131  0.007332    0.0573        50       640    0.4478    0.8741    0.6196    0.4199   0.06413  0.009035  0.008388
   159/999     12.1G   0.03928   0.01274  0.006872    0.0589        55       640    0.4868     0.784    0.6053    0.4102   0.06283  0.009107  0.008287
   160/999     12.1G    0.0363   0.01226  0.005693   0.05425        49       640    0.5422    0.7024    0.6129    0.4279   0.06315  0.009057  0.008362
   161/999     12.1G   0.03741   0.01162  0.006636   0.05567        46       640    0.5799    0.7874    0.6133    0.4155   0.06323  0.009254  0.008635
   162/999     12.1G   0.03138   0.01107   0.00552   0.04797        44       640    0.6174    0.7123    0.6456    0.4616   0.06133  0.008637   0.00875
   163/999     12.1G   0.03038   0.01081  0.005072   0.04627        22       640    0.6861    0.7313    0.6893    0.4719   0.06202  0.007963  0.008872
   164/999     12.1G   0.04189   0.01135  0.006179   0.05941        52       640    0.5722    0.8078    0.6632    0.4723   0.06116  0.007875  0.008647
   165/999     12.1G    0.0401   0.01236  0.006083   0.05855        56       640    0.5353    0.8741    0.6245    0.4424   0.06189  0.008025   0.00862
   166/999     12.1G   0.03391   0.01317  0.006909   0.05399        75       640    0.5577    0.8793    0.6239    0.4356   0.06157  0.008234  0.008598
   167/999     12.1G     0.033   0.01112  0.006721   0.05084        49       640    0.5389    0.8784    0.6285    0.4479   0.06177  0.008261   0.00852
   168/999     12.1G   0.04214   0.01066  0.006694    0.0595        55       640     0.541     0.764    0.6215     0.443    0.0602  0.008171  0.008578
   169/999     12.1G    0.0329   0.01082  0.005427   0.04915        33       640    0.5392    0.7228    0.6207     0.444   0.05932  0.008406  0.008636
   170/999     12.1G   0.03327   0.01268  0.006639   0.05259        49       640    0.6068    0.7213    0.6406    0.4377   0.05846  0.008157  0.008553
   171/999     12.1G   0.03924   0.01042  0.005266   0.05493        49       640    0.5678    0.7228     0.616    0.4291    0.0587  0.008126  0.008548
   172/999     12.1G    0.0342   0.01143  0.006155   0.05178        25       640    0.5501    0.6885    0.5925    0.4168   0.05907  0.008317  0.008632
   173/999     12.1G   0.03808   0.01146  0.006287   0.05583        68       640    0.4635     0.818    0.5707    0.4066   0.05857  0.008199  0.008864
   174/999     12.1G   0.03571   0.01202  0.006631   0.05436        34       640     0.441     0.818     0.561    0.3989   0.05831  0.008065  0.009054
   175/999     12.1G   0.03278   0.01099  0.006975   0.05075        54       640    0.4654     0.818    0.5698    0.4068   0.05725  0.008037  0.009027
   176/999     12.1G   0.03692   0.01003  0.005562   0.05251        57       640    0.4886    0.8091    0.5851    0.4039   0.05695  0.007949  0.008912
   177/999     12.1G   0.03681   0.01171  0.005069   0.05359        46       640    0.4815    0.7897    0.5823    0.4043   0.05745  0.007741  0.008982
   178/999     12.1G   0.03354   0.01187  0.005938   0.05135        59       640    0.5263    0.7993    0.6177    0.4421   0.05717  0.007673  0.009134
   179/999     12.1G    0.0369   0.01251  0.006402   0.05582        58       640    0.5549    0.7427    0.6326    0.4613   0.05758  0.007509  0.009178
   180/999     12.1G   0.03363   0.01135  0.005373   0.05035        51       640    0.5983    0.7466    0.6683    0.5009   0.05758  0.007308  0.009439
   181/999     12.1G   0.03436   0.01067  0.007487   0.05252        50       640    0.5493     0.818    0.6536    0.4998   0.05805  0.007304  0.009631
   182/999     12.1G   0.03544   0.01123  0.005895   0.05257        68       640    0.5501    0.8418    0.6791    0.5026    0.0606  0.007238  0.009584
   183/999     12.1G   0.03244   0.01056  0.004869   0.04787        31       640     0.494    0.8469    0.6533     0.491   0.06149  0.007216  0.009437
   184/999     12.1G   0.03786   0.01001  0.007616   0.05549        62       640    0.4853    0.7517    0.6185    0.4534   0.06227  0.007241   0.00937
   185/999     12.1G   0.03526   0.01038  0.005487   0.05113        40       640    0.7672    0.6122    0.6362    0.4769   0.06161  0.007445  0.009007
   186/999     12.1G   0.03121    0.0088  0.004161   0.04417        41       640    0.5531     0.793    0.7043    0.5206   0.06261  0.007828  0.008887
   187/999     12.1G   0.03445   0.01113  0.004911   0.05049        47       640    0.7312    0.6018    0.6811    0.5039   0.06344  0.007863  0.009258
   188/999     12.1G   0.03234  0.009803  0.006477   0.04862        44       640    0.5398    0.8302    0.6838    0.5236   0.06296  0.007676  0.009608
   189/999     12.1G    0.0354   0.01064  0.005115   0.05116        48       640    0.6636    0.6489    0.6886    0.5012   0.06408  0.007469  0.009477
   190/999     12.1G   0.03045   0.01081   0.00547   0.04673        44       640    0.5911     0.748    0.6939    0.5132   0.06358  0.007304  0.009368
   191/999     12.1G   0.03863   0.01142  0.005662   0.05572        59       640    0.5379    0.7873    0.6769    0.5012   0.06406  0.007419   0.01002
   192/999     12.1G   0.03005  0.009862  0.007944   0.04786        37       640    0.6421    0.5794     0.634    0.4618   0.06364  0.007644   0.01019
   193/999     12.1G   0.03214   0.01093  0.004894   0.04797        59       640    0.6796    0.5808     0.595    0.4422   0.06383  0.007925   0.01003
   194/999     12.1G   0.03496  0.009438  0.006164   0.05056        31       640    0.7702    0.4615    0.5385    0.4031   0.06605  0.008638  0.009929
   195/999     12.1G   0.03405   0.01069  0.006163   0.05091        68       640    0.2735    0.2041    0.2189    0.1535   0.09297   0.01222  0.009112
   196/999     12.1G    0.0368   0.01137  0.005931    0.0541        57       640    0.8077     0.148    0.1523   0.09905   0.09847   0.01398  0.008958
   197/999     12.1G    0.0325   0.01191  0.007036   0.05145        52       640    0.8798    0.1939    0.2598    0.1674   0.09015   0.01337  0.008871
   198/999     12.1G   0.03583   0.01241  0.005721   0.05396        81       640    0.5501    0.3622    0.4255    0.2916   0.07984   0.01202  0.008909
   199/999     12.1G      0.04    0.0119  0.007915   0.05982        57       640    0.5745    0.4626    0.4996    0.3379   0.07307     0.011  0.009858
   200/999     12.1G   0.03508   0.01036  0.006155   0.05159        43       640    0.4881     0.753    0.5569    0.3676   0.06984   0.01001   0.01164
   201/999     12.1G   0.02796   0.01209  0.005172   0.04522        54       640    0.5942     0.665    0.5975    0.4247    0.0661  0.009028   0.01003
   202/999     12.1G   0.03076   0.01183  0.006067   0.04865        33       640    0.5912    0.7656    0.6094    0.4308   0.06514  0.008582  0.009949
   203/999     12.1G   0.03025   0.01022  0.005469   0.04594        26       640    0.5713    0.8244    0.6038    0.4264   0.06456  0.008585   0.01066
