               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 104,            0.038745,            0.055177,           0.0080508,             0.57421,             0.80613,              0.7003,             0.47352,            0.037085,            0.023461,            0.012471,           0.0089803,           0.0089803,           0.0089803
                 105,            0.037018,            0.060012,           0.0082487,             0.65477,             0.65363,             0.69227,              0.4836,            0.037701,            0.024567,            0.011662,           0.0089704,           0.0089704,           0.0089704
                 106,            0.039009,            0.053826,            0.010306,              0.6309,             0.59524,             0.67338,             0.49067,            0.037345,            0.026252,            0.012516,           0.0089605,           0.0089605,           0.0089605
                 107,            0.037193,            0.056846,           0.0077624,              0.5259,             0.73101,             0.64496,             0.45548,            0.037195,            0.027212,            0.011794,           0.0089506,           0.0089506,           0.0089506
                 108,             0.03546,             0.05679,           0.0079348,             0.55051,             0.69218,             0.63803,             0.44094,            0.040446,            0.026703,             0.01221,           0.0089407,           0.0089407,           0.0089407
                 109,            0.038363,            0.058361,           0.0088017,             0.48886,             0.64488,             0.60046,             0.44919,            0.037126,            0.024866,            0.013571,           0.0089308,           0.0089308,           0.0089308
                 110,            0.038208,            0.056461,           0.0082948,             0.46703,             0.68367,             0.55116,             0.38046,            0.035868,             0.02432,             0.01495,           0.0089209,           0.0089209,           0.0089209
                 111,            0.037165,            0.055641,           0.0098023,             0.49105,             0.67347,             0.56708,             0.39912,            0.036249,            0.025852,            0.014227,            0.008911,            0.008911,            0.008911
                 112,            0.035969,            0.055717,           0.0084157,             0.54283,             0.70344,             0.58861,             0.42783,            0.034535,            0.024699,            0.012655,           0.0089011,           0.0089011,           0.0089011
                 113,            0.039256,            0.052004,            0.010909,             0.54538,             0.79762,             0.60742,              0.4032,            0.036562,            0.024259,             0.01312,           0.0088912,           0.0088912,           0.0088912
                 114,            0.039107,            0.056898,            0.011011,             0.55551,                0.75,             0.62925,             0.42982,            0.037027,            0.023744,            0.013059,           0.0088813,           0.0088813,           0.0088813
                 115,            0.037149,            0.060351,           0.0070573,              0.5426,                0.75,             0.65161,             0.44773,            0.036848,            0.023314,            0.012596,           0.0088714,           0.0088714,           0.0088714
                 116,            0.035426,            0.053226,            0.011537,             0.55018,             0.77003,             0.63182,             0.41705,            0.036645,            0.022079,            0.012976,           0.0088615,           0.0088615,           0.0088615
                 117,            0.037864,            0.051123,           0.0082461,              0.5369,             0.76531,             0.62784,             0.43168,            0.035861,            0.021529,            0.013768,           0.0088516,           0.0088516,           0.0088516
                 118,            0.036779,            0.055985,           0.0068093,             0.56495,             0.69728,              0.6059,             0.41398,            0.037123,             0.02183,            0.014537,           0.0088417,           0.0088417,           0.0088417
                 119,            0.038167,            0.057616,           0.0086154,             0.53495,              0.7678,             0.63605,             0.42694,            0.038469,            0.022662,            0.015475,           0.0088318,           0.0088318,           0.0088318
                 120,            0.033108,            0.056139,           0.0082405,             0.52335,             0.85544,               0.652,             0.43647,            0.036546,            0.021446,            0.015017,           0.0088219,           0.0088219,           0.0088219
                 121,            0.038631,            0.053844,           0.0073744,             0.70781,             0.57628,             0.64887,             0.43778,            0.037721,            0.022338,            0.013427,            0.008812,            0.008812,            0.008812
                 122,            0.038133,            0.058378,           0.0080294,               0.619,             0.56803,             0.62753,             0.43126,             0.03731,            0.022157,            0.014254,           0.0088021,           0.0088021,           0.0088021
                 123,            0.036442,            0.057263,           0.0067799,             0.56839,             0.75473,             0.67508,              0.4526,             0.03743,            0.023123,            0.013687,           0.0087922,           0.0087922,           0.0087922
                 124,            0.037679,            0.053956,           0.0075461,             0.54941,              0.7449,             0.65967,             0.44177,             0.03658,            0.022918,            0.013504,           0.0087823,           0.0087823,           0.0087823
                 125,            0.036563,            0.049787,           0.0060403,             0.55219,             0.71589,             0.65571,             0.44472,            0.034168,            0.025048,            0.013126,           0.0087724,           0.0087724,           0.0087724
                 126,            0.034601,            0.056978,           0.0065406,             0.48081,             0.62245,             0.66121,             0.46183,            0.032232,            0.021813,            0.014245,           0.0087625,           0.0087625,           0.0087625
                 127,            0.040484,            0.055154,           0.0056844,             0.72124,             0.61196,             0.64807,              0.4356,            0.032336,            0.021982,            0.015069,           0.0087526,           0.0087526,           0.0087526
                 128,            0.040231,            0.054194,           0.0067441,             0.49945,             0.60374,             0.58324,             0.40528,            0.032593,            0.022385,            0.015922,           0.0087427,           0.0087427,           0.0087427
                 129,             0.03631,            0.050112,           0.0078217,             0.60959,             0.70121,             0.65894,             0.43716,            0.033435,            0.022392,            0.015989,           0.0087328,           0.0087328,           0.0087328
                 130,            0.035113,            0.051123,           0.0061987,             0.57653,             0.77159,             0.68313,             0.45945,            0.035724,            0.023825,            0.014748,           0.0087229,           0.0087229,           0.0087229
                 131,            0.038831,            0.053751,           0.0053581,             0.66507,             0.63946,             0.69258,             0.45731,            0.036116,            0.023132,            0.014035,            0.008713,            0.008713,            0.008713
                 132,             0.03606,            0.055361,           0.0059684,             0.52879,             0.83163,             0.67498,             0.45684,            0.036747,            0.022948,            0.015293,           0.0087031,           0.0087031,           0.0087031
                 133,             0.03495,            0.057675,            0.005191,             0.53253,             0.76531,             0.66454,             0.47171,            0.036438,            0.021501,            0.015362,           0.0086932,           0.0086932,           0.0086932
                 134,            0.037813,            0.055395,           0.0069346,             0.46769,             0.59864,             0.59738,             0.43513,            0.034242,            0.021555,            0.016559,           0.0086833,           0.0086833,           0.0086833
                 135,            0.033986,            0.048019,            0.005819,             0.52604,             0.60884,             0.59565,             0.42487,              0.0356,            0.021867,            0.017029,           0.0086734,           0.0086734,           0.0086734
                 136,            0.038226,            0.058083,           0.0051999,             0.42202,             0.56035,             0.56134,             0.39547,            0.035704,             0.02271,            0.017847,           0.0086635,           0.0086635,           0.0086635
                 137,            0.036671,            0.048924,           0.0062381,             0.48463,             0.62245,             0.55671,             0.40079,            0.035377,            0.022128,            0.017633,           0.0086536,           0.0086536,           0.0086536
                 138,            0.034224,            0.051766,           0.0046631,             0.57802,             0.60714,             0.59515,             0.41122,            0.036623,            0.023996,             0.01611,           0.0086437,           0.0086437,           0.0086437
                 139,            0.037535,            0.054835,           0.0046424,             0.56181,             0.65289,             0.63392,             0.44082,            0.036142,            0.024477,            0.016027,           0.0086338,           0.0086338,           0.0086338
                 140,             0.03781,             0.05082,           0.0055307,              0.5652,             0.67857,             0.65377,             0.45863,             0.03794,            0.025934,            0.016293,           0.0086239,           0.0086239,           0.0086239
                 141,            0.033693,            0.053655,           0.0064721,             0.55005,             0.68367,              0.6329,             0.44932,            0.036833,            0.023466,            0.016053,            0.008614,            0.008614,            0.008614
                 142,            0.035916,            0.053499,           0.0044422,             0.51397,             0.66783,             0.61447,             0.43939,            0.036921,            0.022775,            0.016717,           0.0086041,           0.0086041,           0.0086041
                 143,            0.036074,            0.049279,           0.0053359,             0.57595,                0.75,             0.64719,             0.43566,            0.040086,            0.024704,            0.014932,           0.0085942,           0.0085942,           0.0085942
                 144,            0.034945,            0.055882,           0.0060866,             0.58669,             0.77721,             0.68451,             0.48119,            0.040686,            0.026481,            0.014013,           0.0085843,           0.0085843,           0.0085843
                 145,            0.036005,            0.051293,           0.0050151,             0.56376,             0.68362,             0.63429,             0.43298,            0.038167,            0.025645,            0.012497,           0.0085744,           0.0085744,           0.0085744
                 146,            0.032389,            0.056689,           0.0074885,             0.59847,             0.68707,             0.62964,             0.43613,            0.036043,            0.025728,            0.012372,           0.0085645,           0.0085645,           0.0085645
                 147,             0.03514,            0.051766,           0.0053342,             0.55831,             0.80272,             0.67778,             0.46532,            0.036888,            0.024138,            0.012216,           0.0085546,           0.0085546,           0.0085546
                 148,            0.037936,            0.053217,           0.0052638,             0.57432,             0.73341,             0.65385,             0.46536,            0.034982,            0.023684,            0.013265,           0.0085447,           0.0085447,           0.0085447
                 149,            0.033107,             0.05181,           0.0047292,             0.55834,             0.68878,             0.62203,             0.44488,            0.035474,            0.022422,            0.014283,           0.0085348,           0.0085348,           0.0085348
                 150,            0.035214,            0.051783,           0.0051361,             0.49189,             0.62245,              0.5999,             0.41912,            0.035615,            0.022713,             0.01605,           0.0085249,           0.0085249,           0.0085249
                 151,            0.034841,            0.045477,           0.0045391,             0.52306,             0.64116,             0.59414,             0.41953,            0.035836,            0.022877,            0.015256,            0.008515,            0.008515,            0.008515
                 152,            0.036049,            0.054608,           0.0061997,             0.60608,              0.5733,             0.58316,              0.4124,            0.036129,            0.021322,            0.015692,           0.0085051,           0.0085051,           0.0085051
                 153,            0.032999,            0.052733,            0.007001,             0.46614,             0.60374,             0.56676,             0.39607,            0.036617,            0.021949,            0.016709,           0.0084952,           0.0084952,           0.0084952
                 154,            0.033873,            0.050923,           0.0048846,             0.54801,             0.60374,             0.59275,             0.41147,            0.035039,            0.022109,            0.015562,           0.0084853,           0.0084853,           0.0084853
                 155,            0.039687,            0.050606,           0.0044146,             0.65576,             0.59694,             0.64274,             0.44502,            0.034775,            0.021162,             0.01394,           0.0084754,           0.0084754,           0.0084754
                 156,            0.035778,            0.047358,           0.0050717,             0.64857,             0.63347,             0.67296,             0.47122,            0.034837,             0.02126,            0.012864,           0.0084655,           0.0084655,           0.0084655
