               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 105,            0.040293,            0.056465,           0.0085411,             0.63418,             0.83673,             0.79813,             0.55535,            0.032211,             0.02178,             0.00979,           0.0089704,           0.0089704,           0.0089704
                 106,            0.036391,            0.054678,           0.0092385,              0.6627,             0.81293,             0.79034,             0.52069,            0.033975,            0.022369,           0.0084944,           0.0089605,           0.0089605,           0.0089605
                 107,            0.040145,            0.055779,           0.0081478,             0.77394,             0.79793,             0.84245,             0.55357,            0.034449,            0.021875,           0.0082909,           0.0089506,           0.0089506,           0.0089506
                 108,            0.039675,            0.055307,           0.0084961,             0.80527,             0.80154,             0.85953,             0.56359,            0.033615,            0.022356,           0.0097006,           0.0089407,           0.0089407,           0.0089407
                 109,            0.036384,            0.052541,           0.0072744,             0.77699,             0.83614,             0.83339,             0.51642,            0.034963,            0.022819,            0.011838,           0.0089308,           0.0089308,           0.0089308
                 110,            0.037352,            0.057285,           0.0064686,             0.72494,             0.73129,              0.7901,             0.54529,            0.033477,            0.022662,             0.01246,           0.0089209,           0.0089209,           0.0089209
                 111,            0.036236,             0.06298,            0.008503,             0.68093,             0.78912,             0.77847,             0.50079,             0.03283,            0.023296,             0.01477,            0.008911,            0.008911,            0.008911
                 112,            0.035596,            0.051691,           0.0074607,                0.66,             0.80669,             0.79639,             0.49472,            0.034962,            0.023546,            0.015121,           0.0089011,           0.0089011,           0.0089011
                 113,            0.036834,            0.061213,           0.0070415,             0.70322,             0.82632,             0.84893,             0.54934,            0.033443,            0.023463,            0.012037,           0.0088912,           0.0088912,           0.0088912
                 114,            0.038245,            0.057065,           0.0073956,              0.6409,             0.83123,             0.79792,             0.51843,            0.033804,            0.023154,            0.013052,           0.0088813,           0.0088813,           0.0088813
                 115,            0.036709,            0.054981,           0.0053264,             0.63649,             0.79514,             0.74441,             0.50894,             0.03259,            0.022331,            0.014527,           0.0088714,           0.0088714,           0.0088714
                 116,            0.035857,            0.055955,           0.0083823,             0.79998,             0.73794,             0.78931,             0.51367,             0.03234,            0.022843,            0.013091,           0.0088615,           0.0088615,           0.0088615
                 117,            0.037146,            0.052964,           0.0075695,             0.78167,              0.7449,              0.8005,             0.52152,            0.033818,            0.022019,            0.013398,           0.0088516,           0.0088516,           0.0088516
                 118,            0.038786,            0.058084,            0.008694,             0.72786,             0.77362,              0.7745,             0.51134,            0.032328,            0.021826,            0.013865,           0.0088417,           0.0088417,           0.0088417
                 119,            0.035925,             0.05591,           0.0081737,             0.68644,             0.73639,             0.73905,             0.46102,            0.034408,            0.023096,             0.01388,           0.0088318,           0.0088318,           0.0088318
                 120,            0.037736,            0.054037,           0.0085994,             0.60797,             0.80701,             0.70026,             0.38677,            0.038588,            0.025909,            0.011902,           0.0088219,           0.0088219,           0.0088219
                 121,            0.038573,              0.0611,           0.0077834,             0.66016,             0.63794,              0.6913,             0.42455,             0.03428,            0.023743,            0.011113,            0.008812,            0.008812,            0.008812
                 122,            0.039972,            0.054038,            0.007394,              0.6061,             0.82143,             0.70708,             0.40253,            0.034526,            0.023725,            0.012503,           0.0088021,           0.0088021,           0.0088021
                 123,            0.036735,            0.055008,           0.0063949,             0.60124,             0.77891,              0.6927,             0.40746,            0.035539,            0.023445,            0.014418,           0.0087922,           0.0087922,           0.0087922
                 124,            0.036219,            0.056204,           0.0059542,              0.6153,             0.76531,             0.72106,               0.403,            0.034848,              0.0231,            0.014574,           0.0087823,           0.0087823,           0.0087823
                 125,             0.03527,             0.05921,           0.0067575,             0.62139,             0.66111,             0.66881,             0.43098,            0.034309,            0.023006,            0.015045,           0.0087724,           0.0087724,           0.0087724
                 126,            0.035014,            0.057692,            0.005355,             0.72828,             0.61224,             0.67298,             0.42481,            0.036215,            0.022892,            0.015222,           0.0087625,           0.0087625,           0.0087625
                 127,            0.033197,            0.052259,           0.0061172,             0.61305,             0.67493,             0.67303,             0.45068,            0.034021,            0.022309,            0.014994,           0.0087526,           0.0087526,           0.0087526
                 128,            0.034476,            0.055945,           0.0055799,             0.60834,             0.65986,             0.67245,             0.42866,            0.033998,            0.022774,            0.015405,           0.0087427,           0.0087427,           0.0087427
                 129,            0.033498,            0.055717,            0.006198,              0.6033,             0.68367,             0.64275,             0.42533,            0.032444,            0.021027,            0.015043,           0.0087328,           0.0087328,           0.0087328
                 130,            0.035375,            0.053577,           0.0058546,             0.56174,             0.73315,             0.62907,             0.41681,            0.032928,            0.020432,            0.015265,           0.0087229,           0.0087229,           0.0087229
                 131,            0.037447,            0.060047,           0.0045272,             0.52176,             0.73299,             0.61688,             0.41588,            0.032088,            0.019892,             0.01492,            0.008713,            0.008713,            0.008713
                 132,            0.038467,            0.059758,           0.0045472,             0.55785,             0.77041,             0.66541,             0.46713,            0.033616,            0.021125,            0.013047,           0.0087031,           0.0087031,           0.0087031
                 133,            0.035898,            0.058925,           0.0040932,              0.5637,             0.77655,             0.65064,             0.46533,            0.033726,            0.021932,            0.013167,           0.0086932,           0.0086932,           0.0086932
                 134,            0.035685,            0.049447,           0.0083334,             0.61726,             0.76866,             0.67557,             0.42415,            0.037175,            0.023414,            0.014031,           0.0086833,           0.0086833,           0.0086833
                 135,            0.037959,            0.052795,           0.0063494,             0.64627,             0.70611,             0.69257,             0.48647,            0.034104,            0.021725,            0.012369,           0.0086734,           0.0086734,           0.0086734
                 136,            0.036879,            0.055809,           0.0049137,             0.63509,             0.70578,             0.69188,             0.47811,            0.035146,            0.022589,            0.012891,           0.0086635,           0.0086635,           0.0086635
                 137,            0.037424,            0.056015,           0.0061576,             0.63033,             0.69572,             0.68537,             0.45101,            0.037868,             0.02235,            0.012812,           0.0086536,           0.0086536,           0.0086536
                 138,            0.037032,            0.056932,           0.0051725,             0.62333,              0.7806,             0.72791,             0.45566,            0.035213,             0.02086,            0.014024,           0.0086437,           0.0086437,           0.0086437
                 139,             0.03539,            0.052223,           0.0064497,             0.59755,             0.78501,             0.73394,             0.47849,            0.033992,            0.020502,            0.014191,           0.0086338,           0.0086338,           0.0086338
                 140,             0.03617,            0.048745,           0.0042903,             0.68412,             0.82993,             0.77169,             0.48961,             0.03612,            0.021187,            0.011515,           0.0086239,           0.0086239,           0.0086239
                 141,            0.036176,            0.049844,           0.0080809,             0.67136,             0.82993,             0.77818,             0.51583,            0.034268,            0.022134,            0.011518,            0.008614,            0.008614,            0.008614
                 142,            0.036719,            0.050596,           0.0056871,             0.65199,             0.79252,             0.76667,             0.47431,             0.03472,            0.021636,            0.015713,           0.0086041,           0.0086041,           0.0086041
                 143,            0.036058,            0.053678,           0.0047271,              0.6149,             0.78401,             0.77127,             0.50595,            0.035439,            0.021899,            0.014066,           0.0085942,           0.0085942,           0.0085942
                 144,            0.036324,            0.057045,           0.0036831,             0.60086,             0.82942,             0.77233,             0.51641,            0.035664,            0.021458,             0.01327,           0.0085843,           0.0085843,           0.0085843
                 145,            0.031333,            0.052256,           0.0060767,             0.62329,             0.82143,              0.7664,             0.48871,            0.037132,            0.021934,            0.013461,           0.0085744,           0.0085744,           0.0085744
                 146,            0.036446,            0.059502,           0.0049739,             0.55002,             0.70392,             0.65548,             0.42077,            0.035931,            0.022864,            0.016516,           0.0085645,           0.0085645,           0.0085645
                 147,            0.032113,             0.04824,           0.0045014,             0.52751,             0.64361,             0.58993,             0.38932,            0.037267,            0.026226,            0.018843,           0.0085546,           0.0085546,           0.0085546
                 148,            0.038536,            0.048233,           0.0048401,              0.4914,             0.68367,               0.581,             0.37834,            0.038618,             0.02392,            0.019029,           0.0085447,           0.0085447,           0.0085447
                 149,            0.035161,            0.047638,           0.0044395,             0.51357,             0.63095,             0.60207,             0.42247,            0.034997,            0.023575,            0.018431,           0.0085348,           0.0085348,           0.0085348
                 150,            0.038669,             0.05287,           0.0067641,             0.48854,             0.63695,             0.55811,             0.38816,             0.03431,            0.023626,            0.019875,           0.0085249,           0.0085249,           0.0085249
                 151,            0.038676,            0.055777,           0.0039363,              0.5584,             0.66497,             0.60341,             0.42891,            0.033852,            0.023023,            0.018567,            0.008515,            0.008515,            0.008515
                 152,            0.036603,            0.052522,           0.0067964,             0.53017,             0.65228,             0.59865,             0.40311,            0.036105,            0.022796,            0.018151,           0.0085051,           0.0085051,           0.0085051
                 153,            0.038011,            0.052189,           0.0058299,             0.56384,             0.69728,               0.615,             0.41975,            0.034181,             0.02238,            0.016951,           0.0084952,           0.0084952,           0.0084952
                 154,            0.035844,             0.04911,           0.0051283,             0.53072,             0.62437,             0.60927,             0.40092,            0.034735,            0.022699,            0.017918,           0.0084853,           0.0084853,           0.0084853
                 155,            0.035524,            0.054518,           0.0051735,             0.55934,             0.62245,             0.61911,             0.41458,            0.034789,            0.022782,            0.017875,           0.0084754,           0.0084754,           0.0084754
                 156,            0.035368,            0.054009,           0.0065576,              0.5681,             0.61735,             0.63592,             0.43179,            0.034684,            0.022667,            0.018304,           0.0084655,           0.0084655,           0.0084655
